Download Link:,Object Number:,Artist:,Title:,Medium:
https://nationalgalleryimages.ie/asset/?external_id=NGI.4125&download=true,NGI.4125,"Artist: Jacob Ennis, c.1728-1771, after: Pietro da Cortona, 1596-1669",Vulcan Ends the Manufacture of Arms,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1969&download=true,NGI.1969,"Artist: Unknown Artist, Ireland, 19th century",At the Races,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1965&download=true,NGI.1965,"Artist: Thomas Jones Barker, 1815-1882",The Charger of Captain Nolan Returning with his Dead Master,Oil on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.1903&download=true,NGI.1903,"Artist: John Greville Fennell, 1807-1885",A Tournament,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1796&download=true,NGI.1796,"Artist: Charles François Daubigny, 1817-1878",A Landscape,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1728&download=true,NGI.1728,"Artist: Ambrose Fortune, 19th century",Mrs Frances J. Hadden,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.10338&download=true,NGI.10338,"Engraver: James McArdell, c.1729-1765, After: Joshua Reynolds, 1723-1792","Lady Charlotte FitzWilliam, (1746-1833), daughter of 1st Earl FitzWilliam",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10327&download=true,NGI.10327,"attributed to: Samuel Okey, fl.1765-1780, After: M. J., 18th century","The Gunning Sisters: Elizabeth, Duchess of Hamilton and Brandon, Wife of the 6th Duke (née Gunning), (1733-1790), with Marian, Countess of Coventry, Wife of the 9th Earl [...]",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10322&download=true,NGI.10322,"Engraver: Richard Purcell, c.1736-c.1766, After: Nathaniel Hone the Elder, 1718-1784","Mrs Letitia Pilkington (n??e Van Lewen), (1712-1750),  Adventuress and Author",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.1713&download=true,NGI.1713,"Artist: Mathys Schoevaerdts, c.1660/65-1702 or after",The Game of Bowls,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.10275&download=true,NGI.10275,"Artist: Henry Kingsbury, fl.1775-1798, Publisher: Lee & Hurst","Edmund Burke, M.P., (1729-1797), Writer and Statesman",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.1663&download=true,NGI.1663,"Artist: Joseph Parrocel, 1646-1704",Lion Hunt,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1352&download=true,NGI.1352,"Artist: Unknown Artist, Ireland, 18th century","Portrait of Thomas, Lord Longford (1713-1766)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1327&download=true,NGI.1327,"Artist: Charles Conder, 1868-1909","Portrait of William Orpen (1878-1931), Artist",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1313.1&download=true,NGI.1313.1,"Artist: Juan Gris, 1887-1927","A Guitar, Glasses and a Bottle",Collage laid on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.3812&download=true,NGI.3812,"Artist: Sadbh Trinseach, 1891-1918","Claude Chavasse Teaching an Irish Class on Achill Island, County Mayo",Charcoal and crayon on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.1264&download=true,NGI.1264,"Artist: Luc-Albert Moreau, 1882-1948",The Knock-Out,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1262&download=true,NGI.1262,"Artist: Jean Hippolyte Marchand, 1883-1940",Goldfish,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.7548&download=true,NGI.7548,"Artist: William Orpen, 1878-1931",Lane Throwing a Man out of the Abbey,Ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2014.13.2&download=true,NGI.2014.13.2,Artist: Unknown Artist,"Portrait of Sir John Lawrence, Viceroy of India (1864-1869)",Carved ivory
https://nationalgalleryimages.ie/asset/?external_id=NGI.2014.11&download=true,NGI.2014.11,"Artist: Charles Alfred Mills, 1875-1922",A Funeral Procession,Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.10112&download=true,NGI.10112,"Artist: Pieter van Bleeck, 1700-1764","Owen Macswinny, (fl. 1705-1754), Theatrical Manager, Playwright and Publisher",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.18356&download=true,NGI.18356,"Artist: Michael Healy RHA, 1873-1941","The Vision of St Conall Caoil (top), St Conall Caoil and the Sack of Iona (?) (left) and St Dallàn Forgaill/Virgil of Salzburg (right)",Ink and watercolour on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.10021&download=true,NGI.10021,"Engraver: John Simon, 1675-1755, After: Godfrey Kneller, 1646-1723","Sir Constantine Phipps (1656-1723), Lord Chancellor of Ireland",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.10020&download=true,NGI.10020,"Artist: Unknown Artist, Ireland, 18th century","'The Good Lord Mayor' - Humphry French, M.P. (1680-1736), Lord Mayor of Dublin, 1732-1733",Mezzotint
https://nationalgalleryimages.ie/asset/?external_id=NGI.1230&download=true,NGI.1230,"Artist: Christian Wilhelm Ernst Dietrich, 1712-1774",The Sleeping Shepherd,Oil on copper
https://nationalgalleryimages.ie/asset/?external_id=NGI.1220&download=true,NGI.1220,"Artist: Sarah Henrietta Purser, 1848-1943","Portrait of Joseph O'Neill, Novelist and Scholar",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1214&download=true,NGI.1214,"Artist: Nathaniel Hone the Younger, 1831-1917","View of Saint Doulough's, Raheny",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1198&download=true,NGI.1198,"After: Peter Paul Rubens, 1577-1640",A Hippopotamus and Crocodile Hunt,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1188&download=true,NGI.1188,"Artist: Joseph Patrick Haverty, 1794-1864",The First Confession,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1176&download=true,NGI.1176,"Artist: Unknown Artist, Flemish, 16th century",A Landscape with Judith and Holofernes,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1135&download=true,NGI.1135,"Artist: Robert Fagan, 1761-1816",Portrait of Lady Sarah Elizabeth and The Hon. Jeffrey Amherst,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1133&download=true,NGI.1133,"Artist: Gilbert Stuart, 1755-1828","John Beresford (1738-1805), MP",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1098&download=true,NGI.1098,"Artist: Sarah Henrietta Purser, 1848-1943","Portrait of T.P. Gill, Journalist, Secretary, Department of Agriculture and Technical Instruction",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1083&download=true,NGI.1083,"After: Domenichino, 1581-1641",The Expulsion of Adam and Eve,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1069&download=true,NGI.1069,"Artist: Luca Giordano, 1634-1705",Saint John Preaching in the Wilderness,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1064&download=true,NGI.1064,"Artist: Jan Cossiers, 1600-1671",Bacchanal,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1045&download=true,NGI.1045,"Artist: Claude-Joseph Vernet, 1714-1789, after: Salvator Rosa, 1615-1673",The Death of Regulus,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1013&download=true,NGI.1013,"Artist: Nicolás Francés, fl. 1425 - 1468",Saint Jerome Translating the Gospels,Tempera on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1004&download=true,NGI.1004,"Artist: John Butler Yeats, 1839-1922",Portrait of Miss K. Leney,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1002&download=true,NGI.1002,"Artist: Robert Hunter, 1715/1720-c.1803","Portrait of Simon, 1st Earl Harcourt (1714-1777)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.924&download=true,NGI.924,"Artist: Thomas Frye, 1710-1762",Portrait of Susannah Walker,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.888&download=true,NGI.888,"Artist: Angelica Kauffmann, 1741-1807",Portrait of Mrs Helen (Dorothea Daniel) (d.1806),Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.777&download=true,NGI.777,"Artist: Frank Holl, 1845-1888","Portrait of Garnet Joseph Wolseley, 1st Viscount Wolseley, (1833-1913), Commander in Chief of the British Army",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.773&download=true,NGI.773,"Artist: Hugh Howard, 1675-1737","Portrait of Arcangelo Corelli (1653-1713), Composer and Violinist",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.742&download=true,NGI.742,"Studio of: Frans Snyders, 1579-1657",A Still Life with Dead Birds and a Hare,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.728&download=true,NGI.728,"Artist: Giovanni Paolo Panini, c.1692-1765",A Capriccio with Saint Peter Preaching to the Romans,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.727&download=true,NGI.727,"Artist: Giovanni Paolo Panini, c.1692-1765","A Capriccio with Saint Paul Preaching to the Romans, with the Temple of Vesta and Pyramid of Caius Cestius",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.726&download=true,NGI.726,"Artist: Giovanni Paolo Panini, c.1692-1765",The Roman Forum,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.725&download=true,NGI.725,"Artist: Giovanni Paolo Panini, c.1692-1765","Landscape with the Colosseum and Arch of Constantine, Rome",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.724&download=true,NGI.724,"Artist: François Lemoyne, 1688-1737","Elymas the Sorcerer Struck with Blindness, sketch",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.706&download=true,NGI.706,"Artist: Jan Both, c.1618-1652",A Horse Drinking,Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.679&download=true,NGI.679,"Artist: Jan Abrahamsz Beerstraten, 1622-1666","The Heiligewegs Gate, Amsterdam",Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.541&download=true,NGI.541,Artist: English c.1560,"Portrait of Elizabeth I, Queen of England (1503-1603)",Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.512&download=true,NGI.512,"Follower of: David Teniers II, 1610-1690",A Guardroom,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.461&download=true,NGI.461,"Artist: John Frederick Herring Sr., 1795-1865",A Horse Drinking,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.399&download=true,NGI.399,"Artist: Jacob Ennis, c.1728-1771","John Ponsonby (1713-1789), Speaker",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.395&download=true,NGI.395,"Circle of: Garret Morphy, c.1650-1716",Portrait of a Gentleman,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.375&download=true,NGI.375,"Artist: David Cox the Elder, 1783-1859","Harborne Church, near Birmingham",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.348&download=true,NGI.348,"Artist: Johannes Lingelbach, 1622-1674",A Hunting Party,Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.342&download=true,NGI.342,"Artist: Willem van Herp I, c.1614-1677",An Elderly Man with a Beer Mug,Oil on oak panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.238&download=true,NGI.238,"Artist: Jan Maurits Quinkhard, 1688-1772",Portait of an Old Lady,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.227&download=true,NGI.227,"Follower of: Jan Steen, 1626-1679",A Woman Mending a Stocking,Oil on wood panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.197&download=true,NGI.197,"Artist: Nathaniel Hone the Elder, 1718-1784",Portrait of a Gentleman,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.148&download=true,NGI.148,"Artist: Ludolf de Jongh, 1616-1679",A Canal Boat Station,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.122&download=true,NGI.122,"Artist: Stephen Catterson Smith, 1806-1872",Self-Portrait,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.82&download=true,NGI.82,"Artist: Jacopo Tintoretto, 1519-1594","Portrait of a Man, probably of the Mazzi Family",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.12&download=true,NGI.12,"After: Jusepe de Ribera, c.1591-1652",Saint Joseph,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4549&download=true,NGI.4549,"Artist: Jeremiah Barrett, fl. c.1761",Portrait of a Boy,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4388&download=true,NGI.4388,"Artist: William Howis senior, 1804-1882",A Bridge on the River Dodder,Oil on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.4642&download=true,NGI.4642,"Artist: John Butler Yeats, 1839-1922",Self-Portrait,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.4598&download=true,NGI.4598,"Artist: Willem van der Hagen, fl.1720-1745",A Capriccio with Pastoral Figures and Animals,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1924&download=true,NGI.1924,"Artist: James Barry, 1741-1806, after: Nicolas Poussin, 1594-1665",Landscape with a Man Washing his Feet at a Fountain,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1859&download=true,NGI.1859,"Artist: Walter Frederick Osborne, 1859-1903",Portrait of a Gentleman,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1786&download=true,NGI.1786,"Artist: Egerton Bush Coghill, 1851-1921","A View of Castletownshend, County Cork",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1762&download=true,NGI.1762,"Artist: William Orpen, 1878-1931",Death in the Snow,Oil on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.1727&download=true,NGI.1727,"Artist: John Butler Yeats, 1839-1922",Portrait of Mrs Caughey,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1726&download=true,NGI.1726,"Artist: John Butler Yeats, 1839-1922",Portrait of Mrs Caughey,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1725&download=true,NGI.1725,"Artist: William Cuming, 1769-1852",Self-Portrait,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1724&download=true,NGI.1724,"Artist: John Butler Yeats, 1839-1922",Portrait of Rosa Butt (d.1926),Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1649&download=true,NGI.1649,"Artist: Unknown Artist, Ireland, 18th century",Portrait of Margaret Leeson (born Brice),Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1395&download=true,NGI.1395,"Artist: John Butler Yeats, 1839-1922","Portrait of Hester Dowden (1868-1949), as a Child",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1382&download=true,NGI.1382,"Artist: William Mulready, 1786-1863",A Squire in a Tavern,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1310&download=true,NGI.1310,"Artist: Michael Healy RHA, 1873-1941",A Landscape,Oil on board
https://nationalgalleryimages.ie/asset/?external_id=NGI.1284&download=true,NGI.1284,"Artist: George Francis Mulvany, 1809-1869","Portrait of Thomas Francis Meagher, 'Meagher of the Sword' (1823-1867), Young Irelander",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1273&download=true,NGI.1273,"Artist: Walter Frederick Osborne, 1859-1903",Portrait of Mrs Geale-Wybrants,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1221&download=true,NGI.1221,"Artist: Stephen Catterson Smith Jr, 1849-1912",'Rosa',Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1199&download=true,NGI.1199,"Artist: William Orpen, 1878-1931",The Vere Foster Family,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1180&download=true,NGI.1180,"Artist: John Butler Yeats, 1839-1922","Portrait of Susan Mary (Lily) Yeats (1866 -1949), Embroiderer and Designer",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1139&download=true,NGI.1139,"Artist: George A. Boyle, fl.1884-1899",Landscape with a Stream,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1106&download=true,NGI.1106,"Artist: Pieter Jan Balthazar de Gree, 1751-1789",Bacchanal with Putti,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1104&download=true,NGI.1104,"Artist: Alfred Emile Leopold Joseph Victor Stevens, 1823-1906",Portrait of a Young Woman,Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.1092&download=true,NGI.1092,"Artist: George Barret, 1728/32-1784",A Landscape with a Man Fishing,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1091&download=true,NGI.1091,"Artist: George Barret, 1728/32-1784",A Landscape with a Man Fording a Stream,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.1021&download=true,NGI.1021,"Artist: Giovanni Maria Butteri, c.1540-1606/08",The Return from the Palio,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.977&download=true,NGI.977,"Artist: Charles Wellington Furse, 1868-1904","Portrait of Thomas Spring Rice, 2nd Baron Monteagle (1849-1926)",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.810&download=true,NGI.810,"Artist: Ferdinand Bol, 1616-1680",Portrait of a Lady,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.637&download=true,NGI.637,"Artist: John Lavery, 1856-1941","Portrait of John Thomas Gilbert ( 1829-1897), Antiquarian",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.557&download=true,NGI.557,"Artist: Unknown Artist, Ireland, 18th century","Portrait of Henry Mossop (1729-1773), Actor",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.448&download=true,NGI.448,"Artist: L. François Swagers, 1756-1836",A Landscape,Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.408&download=true,NGI.408,"Artist: Bernard Mulrenin, 1803-1868","Portrait of George Petrie (1790-1866), Artist and Archaeologist",Oil on panel
https://nationalgalleryimages.ie/asset/?external_id=NGI.407&download=true,NGI.407,"Artist: Stephen Catterson Smith, 1806-1872","Portrait of Professor J.H. Todd (1805-1869), Author and Antiquary",Oil on canvas
https://nationalgalleryimages.ie/asset/?external_id=NGI.3989&download=true,NGI.3989,"Attributed to: Charles Joseph Natoire, 1700-1777","Classical Vases, an Incense Burner and a Ewer",Red chalk on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3950&download=true,NGI.3950,"Artist: Edward Duncan, 1803-1882",A Young Woman Resting in a Cornfield,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3935&download=true,NGI.3935,"Artist: John Henry Mole, 1814-1886",A Girl Gathering Shellfish,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3930&download=true,NGI.3930,"Artist: Anton Raphael Mengs, 1728-1779",A Seated Male Nude,Black and red chalk on a grey coloured ground on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3925&download=true,NGI.3925,"Artist: George Haydock Dodgson, 1811-1880","The Cloisters of Chester Cathedral, Cheshire",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3902&download=true,NGI.3902,"Artist: Unknown Artist, Ireland, 19th century",An Antique Vase with Satyrs' Heads,Graphite and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3895&download=true,NGI.3895,Artist: Italian (Florentine) 16th century,An Amorino Riding a Winged Monster,Bistre and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3887&download=true,NGI.3887,"Artist: James Duffield Harding, 1798-1863","The Old Bridge over the River Saône, at Lyon",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3884&download=true,NGI.3884,"Artist: John James Barralet, 1747-1815","The Banks of the River Liffey, near Lucan, County Dublin",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3880&download=true,NGI.3880,"Artist: Filippo Lauri, 1623-1694","Saravalle, near Loreto, Italy","Ink, graphite and wash on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.3877&download=true,NGI.3877,"Artist: Jean Baptiste Claude Chatelain, c.1710-c.1771",A Man on a Country Path,Graphite on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3875&download=true,NGI.3875,"Artist: Thomas Sidney Cooper, 1803-1902",A Flemish Inn Yard,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3872&download=true,NGI.3872,"Artist: Samuel Prout, 1783-1852","Martigny and La Bâtiaz Fort, Switzerland",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3839&download=true,NGI.3839,"Artist: Charles Joseph Natoire, 1700-1777",Study of a Fountain,Red chalk and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3823&download=true,NGI.3823,"Artist: Jean-Antoine Watteau, 1684-1721, after: Italian (Venetian) 16th century","Fortified Village with a Castle, Keep and a Church",Red chalk on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3822&download=true,NGI.3822,"Artist: Jean-Antoine Watteau, 1684-1721, after: Italian (Venetian) 16th century",Fortified Farm in the Bend of a River,Red chalk on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3724&download=true,NGI.3724,"Artist: James Black, fl.1810-1829","Samuel Molyneux (1616-1693), Master Gunner",Wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3483&download=true,NGI.3483,"Artist: Nathaniel Hone the Younger, 1831-1917",A Dutch Fishing Boat on the Shore; Two Boats (on verso),"Watercolour on paper; graphite (on verso)

Graphite on verso"
https://nationalgalleryimages.ie/asset/?external_id=NGI.3434&download=true,NGI.3434,"Artist: Nathaniel Hone the Younger, 1831-1917","The Norfolk Broads, at Evening; Cows (on verso)",Watercolour on paper; graphite (on verso)
https://nationalgalleryimages.ie/asset/?external_id=NGI.3422&download=true,NGI.3422,"Artist: Nathaniel Hone the Younger, 1831-1917",Lismore Castle and River Blackwater,Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3417&download=true,NGI.3417,"Artist: Nathaniel Hone the Younger, 1831-1917","The Parthenon, Athens; Cows (on verso)",Graphite and watercolour on paper; graphite (on verso)
https://nationalgalleryimages.ie/asset/?external_id=NGI.3413&download=true,NGI.3413,"Artist: Nathaniel Hone the Younger, 1831-1917","Ardmore Cathedral, County Waterford; Cows (on verso)",Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3389&download=true,NGI.3389,"Artist: Nathaniel Hone the Younger, 1831-1917","A Wooded Point on the Banks of the River Nile, Egypt",Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3381&download=true,NGI.3381,"Artist: Nathaniel Hone the Younger, 1831-1917",An Empty Beach: Cows (on verso),Watercolour on paper; Graphite (on verso)
https://nationalgalleryimages.ie/asset/?external_id=NGI.3327&download=true,NGI.3327,"Artist: Nathaniel Hone the Younger, 1831-1917",The Pyrenees,Graphite and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3300&download=true,NGI.3300,"Artist: Paul Cézanne, 1839-1906","La Montagne Sainte-Victoire from Les Lauves, near Aix-en-Provence",Graphite and watercolour on white paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3056&download=true,NGI.3056,"Artist: Jeremiah Hodges Mulcahy, 1804-1889",A Flemish Port,Graphite on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3034&download=true,NGI.3034,"Artist: Unknown Artist, Ireland, 18th century","George Petrie (1790-1866), Artist and Antiquary, as a Boy",Charcoal and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.3010&download=true,NGI.3010,"Artist: Marguerite Lemercier O'Hagan, 1859-after 1925","Mrs Harriet O'Hagan Osborne (1830-1921), Artist and her Sister",Charcoal and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2741&download=true,NGI.2741,"Artist: Edgar Degas, 1834-1917",Two Harlequins,Pastel on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2722.33&download=true,NGI.2722.33,"Artist: Mary Granville Delany, 1700-1788","Hollymount, County Down","Ink, graphite and wash on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2722.14&download=true,NGI.2722.14,"Artist: Mary Granville Delany, 1700-1788","Hanbury Church, Worcestershire","Ink, graphite and wash on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2722.2&download=true,NGI.2722.2,"Artist: Mary Granville Delany, 1700-1788","Newark House, Gloucestershire","Ink, graphite and wash on paper"
https://nationalgalleryimages.ie/asset/?external_id=NGI.2696&download=true,NGI.2696,"Artist: Henry Edridge, 1769-1821",Lady Juliana Saint Aubyn (1769-1856),Graphite and watercolour with varnish on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2686&download=true,NGI.2686,"Artist: Thomas Hazlehurst, c.1740-1821","Colonel Arthur Wellesley (1769-1852), later 1st Duke of Wellington, when in India 1797-1804",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2666&download=true,NGI.2666,"Follower of: Michelangelo Buonarroti, 1475-1564",Heads and Limbs,Ink and wash on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2635&download=true,NGI.2635,"Artist: James Holland, 1800-1870",Flowers in a Bowl,Charcoal and watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2602&download=true,NGI.2602,"Follower of: Guercino, 1591-1666",The Holy Family,Ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2601&download=true,NGI.2601,"Artist: Francesco Giuseppe Casanova, 1727-1803",A Group of Soldiers,Ink on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2590&download=true,NGI.2590,"Artist: Unknown Artist, Ireland, 18th century, Artist: Unknown Artist, Ireland, 19th century","The Pigeon House, Ringsend, Dublin, with the Lord Lieutenant's (Marquis of Cornwallis') Yacht 'Dorset'",Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2574&download=true,NGI.2574,"Artist: Henry Edward Doyle, 1827-1892",Portrait of a Lady with a Red Bow-tie,Charcoal and red chalk on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2572&download=true,NGI.2572,"Artist: Henry Edward Doyle, 1827-1892",Portrait of a Gentleman with a Handlebar Moustache,Charcoal and crayon with white highlights on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2476&download=true,NGI.2476,"Artist: John Frederick Lewis, 1805-1876",Two Horses,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2473&download=true,NGI.2473,"Artist: Henry Warren, 1794 - 1879",The Procession of the Host,Watercolour
https://nationalgalleryimages.ie/asset/?external_id=NGI.2275&download=true,NGI.2275,"Artist: Samuel Shelley, c.1750-1808",Othello and Desdemona in Venice,Graphite and watercolour with white highlights on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2176&download=true,NGI.2176,"Artist: William Leighton Leitch, 1804-1883",A Wooded Valley on the Isle of Man,Watercolour on paper
https://nationalgalleryimages.ie/asset/?external_id=NGI.2104&download=true,NGI.2104,"Artist: Gaudenzio Ferrari, c.1470 - 1546",The Virgin and Child and Angel Musicians,Bistre and wash with white highlights on paper
